logdate,url,ip,city,state,country,category,age,gender
12-03-2012,http://www.acme.com/SH55126545/VD55179433,75.181.72.85,matthews,NC,usa,shoes,25.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,67.249.126.235,cortland,NY,usa,shoes,25.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55177927,98.244.90.5,harrisonburg,VA,usa,clothing,24.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,65.122.168.1,forest park,GA,usa,shoes,21.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,67.185.136.116,marysville,WA,usa,shoes,39.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,75.181.72.85,matthews,NC,usa,shoes,25.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,96.240.80.205,buffalo,NY,usa,shoes,28.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,74.137.139.178,evansville,IN,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,173.171.28.116,tampa,FL,usa,shoes,27.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,75.181.72.85,matthews,NC,usa,shoes,25.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55173061,24.186.195.228,new york,NY,usa,handbags,44.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55173061,24.186.195.228,new york,NY,usa,handbags,44.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55173061,24.186.195.228,new york,NY,usa,handbags,44.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55177927,68.200.129.189,largo,FL,usa,clothing,72.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,184.5.112.67,kaufman,TX,usa,shoes,38.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,184.5.112.67,kaufman,TX,usa,shoes,38.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,71.246.1.90,west chester,PA,usa,shoes,24.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,24.7.64.207,berkeley,CA,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,68.81.207.184,wynnewood,PA,usa,shoes,15.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,69.77.205.183,new underwood,SD,usa,shoes,33.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,99.141.255.41,plainfield,IL,usa,shoes,18.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,65.122.168.1,forest park,GA,usa,shoes,21.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,71.246.1.90,west chester,PA,usa,shoes,24.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,99.141.255.41,plainfield,IL,usa,shoes,18.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,67.6.66.31,eden prairie,MN,usa,shoes,27.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,24.42.17.0,arecibo,NO REGION,pri,shoes,48.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,24.49.53.93,hagerstown,MD,usa,shoes,28.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,24.49.53.93,hagerstown,MD,usa,shoes,28.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,24.49.53.93,hagerstown,MD,usa,shoes,28.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,108.195.65.113,kansas city,MO,usa,shoes,25.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,108.195.65.113,kansas city,MO,usa,shoes,25.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,98.234.114.115,fremont,CA,usa,shoes,23.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,76.73.218.219,madison,AL,usa,shoes,28.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,67.242.213.231,newark,NY,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55177927,108.9.118.124,tampa,FL,usa,clothing,20.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,207.177.116.221,danville,IA,usa,shoes,17.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,207.177.116.221,danville,IA,usa,shoes,17.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,96.19.98.119,gulfport,MS,usa,shoes,36.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,96.19.98.119,gulfport,MS,usa,shoes,36.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55173061,76.172.177.157,valley village,CA,usa,handbags,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,161.6.23.107,bowling green,KY,usa,shoes,24.0,U
12-03-2012,http://www.acme.com/SH55126554/VD55147564,24.8.129.25,castle rock,CO,usa,outdoors,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,76.206.48.188,antioch,CA,usa,shoes,36.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,98.202.243.100,salt lake city,UT,usa,shoes,13.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,206.211.157.54,orange,CA,usa,shoes,56.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55177927,206.211.157.54,orange,CA,usa,clothing,56.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55177927,206.211.157.54,orange,CA,usa,clothing,56.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,71.206.192.145,pittsburgh,PA,usa,shoes,25.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,98.93.128.67,bowling green,KY,usa,shoes,25.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,24.42.17.0,arecibo,NO REGION,pri,shoes,48.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,166.250.19.173,sacramento,CA,usa,shoes,33.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,67.6.66.31,eden prairie,MN,usa,shoes,27.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,166.250.19.173,sacramento,CA,usa,shoes,33.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,75.37.63.85,lemoore,CA,usa,shoes,26.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,67.255.18.24,ithaca,NY,usa,shoes,34.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,98.206.95.113,warsaw,IN,usa,shoes,4.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,97.90.9.139,whittier,CA,usa,shoes,41.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,24.118.91.125,osseo,MN,usa,shoes,29.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,71.206.192.145,pittsburgh,PA,usa,shoes,25.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55177927,68.107.52.109,san diego,CA,usa,clothing,30.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,66.229.215.162,ft lauderdale,FL,usa,shoes,48.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,76.215.209.81,sacramento,CA,usa,shoes,48.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,76.215.209.81,sacramento,CA,usa,shoes,48.0,F
12-03-2012,http://www.acme.com/SH559040/VD55175948,67.189.52.10,portland,OR,usa,handbags,16.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,204.232.99.232,miami,FL,usa,shoes,30.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,68.230.115.198,gilbert,AZ,usa,shoes,36.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,68.7.243.176,san diego,CA,usa,shoes,29.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55170364,166.250.19.173,sacramento,CA,usa,home&garden,33.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55177927,68.107.52.109,san diego,CA,usa,clothing,30.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,75.37.63.85,lemoore,CA,usa,shoes,26.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,76.187.186.135,lewisville,TX,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55177927,99.126.44.156,anaheim,CA,usa,clothing,45.0,U
12-03-2012,http://www.acme.com/SH559040/VD55175948,108.9.170.77,sarasota,FL,usa,handbags,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,69.242.186.88,independence,MO,usa,shoes,23.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,74.46.42.66,tunkhannock,PA,usa,shoes,20.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,76.103.189.241,sonoma,CA,usa,shoes,63.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,76.103.189.241,sonoma,CA,usa,shoes,63.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,173.26.254.88,ames,IA,usa,shoes,35.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,70.173.230.84,las vegas,NV,usa,shoes,23.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,66.191.115.39,sun prairie,WI,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55177927,144.71.77.200,buffalo,NY,usa,clothing,28.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55177927,144.71.77.200,buffalo,NY,usa,clothing,28.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55177927,144.71.77.200,buffalo,NY,usa,clothing,28.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,99.190.36.211,dallas,TX,usa,shoes,23.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,184.167.149.18,cedar city,UT,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55170364,99.41.203.79,beaumont,TX,usa,home&garden,23.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55173061,75.165.232.191,salt lake city,UT,usa,handbags,17.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55173061,24.24.185.8,canoga park,CA,usa,handbags,28.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55173061,75.165.232.191,salt lake city,UT,usa,handbags,17.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,98.228.161.82,westchester,IL,usa,shoes,53.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55166807,68.106.104.91,springfield,VA,usa,computers,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,97.117.56.244,sandy,UT,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,173.26.254.88,ames,IA,usa,shoes,35.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,76.16.26.226,chicago,IL,usa,shoes,31.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,173.26.254.88,ames,IA,usa,shoes,35.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,70.173.230.84,las vegas,NV,usa,shoes,23.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,97.117.56.244,sandy,UT,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,98.176.105.224,chula vista,CA,usa,shoes,35.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,98.176.105.224,chula vista,CA,usa,shoes,35.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55177927,108.75.24.183,st louis,MO,usa,clothing,39.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,107.47.15.162,cleveland,OH,usa,shoes,47.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,107.47.15.162,cleveland,OH,usa,shoes,47.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,173.26.254.88,ames,IA,usa,shoes,35.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,168.103.40.177,boise,ID,usa,shoes,40.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,96.24.116.243,oak park,IL,usa,shoes,31.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,96.24.116.243,oak park,IL,usa,shoes,31.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55177927,173.195.2.27,new york,NY,usa,clothing,43.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,99.127.102.70,ft lauderdale,FL,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,99.127.102.70,ft lauderdale,FL,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,99.127.102.70,ft lauderdale,FL,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,69.22.170.24,lisbon,11,prt,shoes,19.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,71.49.87.41,cokato,MN,usa,shoes,52.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,69.22.170.24,lisbon,11,prt,shoes,19.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55170364,108.32.35.8,pittsburgh,PA,usa,home&garden,55.0,U
12-03-2012,http://www.acme.com/SH55126554/VD55147564,98.150.145.213,lihue,HI,usa,outdoors,35.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,97.83.34.73,traverse city,MI,usa,shoes,35.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,68.62.16.194,ann arbor,MI,usa,shoes,41.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,68.62.16.194,ann arbor,MI,usa,shoes,41.0,U
12-03-2012,http://www.acme.com/SH55126554/VD55147564,98.150.145.213,lihue,HI,usa,outdoors,35.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,71.236.211.233,portland,OR,usa,shoes,32.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,207.157.80.231,montevallo,AL,usa,shoes,24.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,207.157.80.231,montevallo,AL,usa,shoes,24.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,71.49.87.41,cokato,MN,usa,shoes,52.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,71.49.87.41,cokato,MN,usa,shoes,52.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55177927,173.195.2.27,new york,NY,usa,clothing,43.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,98.84.73.168,greenville,SC,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55170364,96.40.161.139,pasadena,CA,usa,home&garden,22.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55170364,96.40.161.139,pasadena,CA,usa,home&garden,22.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,146.163.168.132,edwardsville,IL,usa,shoes,50.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,69.22.170.24,lisbon,11,prt,shoes,19.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,38.101.126.131,philadelphia,PA,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,32.175.19.235,seattle,WA,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,70.181.98.169,san clemente,CA,usa,shoes,26.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,69.76.23.170,pullman,WA,usa,shoes,25.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,69.76.23.170,pullman,WA,usa,shoes,25.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,69.76.23.170,pullman,WA,usa,shoes,25.0,F
12-03-2012,http://www.acme.com/SH5580165/VD55156528,74.100.150.77,malibu,CA,usa,clothing,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,98.176.105.224,chula vista,CA,usa,shoes,35.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,75.128.117.212,mount pleasant,MI,usa,shoes,22.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,69.76.23.170,pullman,WA,usa,shoes,25.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,173.195.2.27,new york,NY,usa,shoes,43.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,71.198.250.142,san francisco,CA,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,184.47.179.13,royston,GA,usa,shoes,29.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,24.124.79.198,lawrence,KS,usa,shoes,59.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,24.124.79.198,lawrence,KS,usa,shoes,59.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,173.65.236.13,riverview,FL,usa,shoes,38.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,67.171.122.191,salt lake city,UT,usa,shoes,53.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,98.176.105.224,chula vista,CA,usa,shoes,35.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,24.105.209.180,hudson,NY,usa,shoes,30.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,97.86.39.86,rhinelander,WI,usa,shoes,30.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,173.65.236.13,riverview,FL,usa,shoes,38.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,71.210.248.53,albuquerque,NM,usa,shoes,43.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55177927,96.40.161.139,pasadena,CA,usa,clothing,22.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55177927,96.40.161.139,pasadena,CA,usa,clothing,22.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,173.65.236.13,riverview,FL,usa,shoes,38.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55177927,50.129.92.96,palatine,IL,usa,clothing,24.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55177927,50.129.92.96,palatine,IL,usa,clothing,24.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,71.180.177.52,land o lakes,FL,usa,shoes,28.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,71.198.250.142,san francisco,CA,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,71.198.250.142,san francisco,CA,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55177927,96.255.156.19,woodbridge,VA,usa,clothing,33.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,138.210.34.248,las vegas,NV,usa,shoes,41.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,138.210.34.248,las vegas,NV,usa,shoes,41.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,75.6.144.221,stockton,CA,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,24.23.117.1,pittsburgh,PA,usa,shoes,30.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,24.23.117.1,pittsburgh,PA,usa,shoes,30.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,72.218.11.192,virginia beach,VA,usa,shoes,17.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,71.198.250.142,san francisco,CA,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,66.7.139.222,wayne,PA,usa,shoes,22.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,12.202.74.88,greenville,SC,usa,shoes,21.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,12.202.74.88,greenville,SC,usa,shoes,21.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,96.24.116.243,oak park,IL,usa,shoes,31.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,174.58.212.122,the villages,FL,usa,shoes,52.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,70.94.2.60,milwaukee,WI,usa,shoes,26.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,12.202.74.88,greenville,SC,usa,shoes,21.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,12.202.74.88,greenville,SC,usa,shoes,21.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,173.26.254.88,ames,IA,usa,shoes,35.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,67.180.76.251,san francisco,CA,usa,shoes,23.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,98.246.80.156,vancouver,WA,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,184.18.246.24,ft wayne,IN,usa,shoes,23.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,71.231.22.20,lakewood,WA,usa,shoes,30.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,24.35.141.41,maumelle,AR,usa,shoes,34.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,173.61.11.88,roselle,NJ,usa,shoes,18.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,96.237.113.36,bellingham,MA,usa,shoes,18.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,71.84.106.39,fontana,CA,usa,shoes,25.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,216.45.84.248,yoakum,TX,usa,shoes,40.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,24.240.84.140,janesville,WI,usa,shoes,20.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55177927,173.18.93.131,manchester,IA,usa,clothing,31.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,68.73.225.12,bourbonnais,IL,usa,shoes,51.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,70.176.37.18,chandler,AZ,usa,shoes,64.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55177927,74.5.75.29,minneapolis,MN,usa,clothing,3.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55177927,96.255.156.19,woodbridge,VA,usa,clothing,33.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,174.20.249.94,minneapolis,MN,usa,shoes,33.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,99.197.202.179,los angeles,CA,usa,shoes,29.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,68.40.59.255,ann arbor,MI,usa,shoes,33.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,216.45.84.248,yoakum,TX,usa,shoes,40.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55173061,68.186.21.8,medford,OR,usa,handbags,60.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,70.176.37.18,chandler,AZ,usa,shoes,64.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,72.36.9.229,lame deer,MT,usa,shoes,40.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,74.194.198.52,paris,TX,usa,shoes,33.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,68.192.175.245,basking ridge,NJ,usa,shoes,27.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,71.50.121.60,angier,NC,usa,shoes,24.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,97.124.52.15,cave creek,AZ,usa,shoes,25.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,24.240.84.140,janesville,WI,usa,shoes,20.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55177927,74.5.75.29,minneapolis,MN,usa,clothing,3.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55177927,74.5.75.29,minneapolis,MN,usa,clothing,3.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,74.194.198.52,paris,TX,usa,shoes,33.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55177927,74.5.75.29,minneapolis,MN,usa,clothing,3.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,76.16.223.47,algonquin,IL,usa,shoes,34.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,174.74.82.15,omaha,NE,usa,shoes,34.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,67.167.123.101,glen ellyn,IL,usa,shoes,31.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55177927,74.5.75.29,minneapolis,MN,usa,clothing,3.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,71.50.121.60,angier,NC,usa,shoes,24.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55166807,184.100.118.148,st paul,MN,usa,computers,26.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,75.163.165.188,colorado springs,CO,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,173.170.179.137,new port richey,FL,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55177927,173.44.86.143,gilford,NH,usa,clothing,36.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,74.194.198.52,paris,TX,usa,shoes,33.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,71.56.126.6,atlanta,GA,usa,shoes,26.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55166807,184.100.118.148,st paul,MN,usa,computers,26.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,173.55.188.214,huntington beach,CA,usa,shoes,34.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55177927,173.44.86.143,gilford,NH,usa,clothing,36.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55166807,184.100.118.148,st paul,MN,usa,computers,26.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55177927,173.44.86.143,gilford,NH,usa,clothing,36.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,173.168.196.26,tampa,FL,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,107.3.24.69,fairfax,VT,usa,shoes,26.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,75.169.92.144,south jordan,UT,usa,shoes,37.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,174.20.249.94,minneapolis,MN,usa,shoes,33.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,184.153.226.255,oneida,NY,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55166807,184.100.118.148,st paul,MN,usa,computers,26.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55177927,68.200.11.131,lakeland,FL,usa,clothing,33.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55177927,173.18.93.131,manchester,IA,usa,clothing,31.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,72.198.197.197,omaha,NE,usa,shoes,25.0,M
12-03-2012,http://www.acme.com/SH55126545/VD55179433,184.18.246.24,ft wayne,IN,usa,shoes,23.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,75.183.160.78,cassatt,SC,usa,shoes,32.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,24.107.177.171,st louis,MO,usa,shoes,26.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55177927,206.169.63.142,highland,CA,usa,clothing,39.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,71.20.143.214,west covina,CA,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55177927,206.169.63.142,highland,CA,usa,clothing,39.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,75.183.160.78,cassatt,SC,usa,shoes,32.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,24.107.177.171,st louis,MO,usa,shoes,26.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55177927,74.5.75.29,minneapolis,MN,usa,clothing,3.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,67.180.91.98,san francisco,CA,usa,shoes,0.0,0
12-03-2012,http://www.acme.com/SH55126545/VD55179433,68.200.11.131,lakeland,FL,usa,shoes,33.0,F
12-03-2012,http://www.acme.com/SH55126545/VD55179433,98.180.21.43,gainesville,FL,usa,shoes,34.0,U
12-03-2012,http://www.acme.com/SH55126545/VD55179433,68.164.5.219,chicago,IL,usa,shoes,0.0,0
